Date,Open,High,Low,Close,Volume
15-Oct-13,77.00,77.39,75.93,76.21,979028
14-Oct-13,77.05,77.48,76.53,77.27,745606
11-Oct-13,75.96,77.55,75.96,77.33,957478
10-Oct-13,75.74,76.80,75.60,76.56,1058779
9-Oct-13,76.11,76.11,74.84,74.95,1443383
8-Oct-13,76.58,76.90,75.83,75.85,1324113
7-Oct-13,77.17,77.38,76.53,76.66,1249834
4-Oct-13,77.29,78.08,76.92,77.97,792825
3-Oct-13,77.72,78.00,77.03,77.40,1282862
2-Oct-13,77.46,78.36,77.28,78.06,1206248
1-Oct-13,77.28,78.26,76.99,77.82,1275138
30-Sep-13,76.45,77.67,76.42,77.36,1293217
27-Sep-13,77.23,77.75,76.90,77.23,1851234
26-Sep-13,78.80,78.88,77.02,77.54,4343444
25-Sep-13,74.60,75.09,73.78,74.22,2629637
24-Sep-13,74.77,75.19,73.61,74.81,2004080
23-Sep-13,72.06,75.19,71.88,74.20,2009083
20-Sep-13,75.83,76.64,75.12,75.47,2419509
19-Sep-13,75.96,76.34,75.38,75.59,2168279
18-Sep-13,76.02,77.30,75.29,76.97,1877959
17-Sep-13,74.68,76.34,74.68,75.82,1897129
16-Sep-13,74.60,74.66,73.79,74.51,1706633
13-Sep-13,72.50,73.95,72.42,73.63,1606190
12-Sep-13,72.18,72.55,71.76,72.10,1396234
11-Sep-13,71.81,72.55,71.47,72.29,1932371
10-Sep-13,73.00,73.27,71.64,71.78,1807163
9-Sep-13,71.93,73.02,71.80,72.45,2388624
6-Sep-13,73.03,73.03,71.65,71.84,1470942
5-Sep-13,72.52,73.00,72.16,72.68,1990068
4-Sep-13,73.49,73.80,71.73,72.36,2555313
3-Sep-13,74.42,75.25,73.40,73.76,950062
30-Aug-13,73.97,74.27,73.60,73.74,989732
29-Aug-13,73.89,75.09,73.86,74.00,1090272
28-Aug-13,73.73,74.83,73.52,74.36,1392170
27-Aug-13,74.23,74.56,73.48,73.56,1320163
26-Aug-13,74.67,75.28,74.52,74.63,958391
23-Aug-13,74.04,74.52,73.49,74.41,1207156
22-Aug-13,73.73,75.01,73.73,74.39,774255
21-Aug-13,74.00,74.38,73.32,73.60,1054078
20-Aug-13,73.73,74.76,73.65,74.36,1424223
19-Aug-13,73.43,74.16,73.07,73.26,1438636
16-Aug-13,73.62,74.46,73.16,73.45,1299120
15-Aug-13,74.10,75.00,73.45,73.76,1900354
14-Aug-13,75.50,75.85,74.09,74.61,2263362
13-Aug-13,75.97,76.16,75.24,75.84,1022553
12-Aug-13,75.57,76.96,75.50,75.97,1771535
9-Aug-13,76.45,77.25,75.94,76.03,1402817
8-Aug-13,76.35,77.01,76.05,76.78,841030
7-Aug-13,77.38,77.43,76.01,76.19,1287422
6-Aug-13,78.22,78.25,76.95,77.58,1841184
5-Aug-13,77.32,78.20,77.05,78.18,1149759
2-Aug-13,76.54,77.78,76.16,77.51,1416507
1-Aug-13,77.03,77.40,76.24,76.60,1295051
31-Jul-13,75.93,77.26,75.55,76.47,2018662
30-Jul-13,75.30,76.00,75.23,75.36,1417413
29-Jul-13,74.78,75.68,74.38,75.11,1065159
26-Jul-13,74.70,75.37,74.47,75.30,1617584
25-Jul-13,76.30,76.75,76.01,76.39,1660201
24-Jul-13,76.30,76.49,75.74,75.94,1162438
23-Jul-13,76.40,76.71,75.55,76.11,1425819
22-Jul-13,77.07,77.07,76.21,76.61,1592161
19-Jul-13,75.89,76.53,75.64,76.18,1208482
18-Jul-13,76.02,76.12,75.44,75.72,1273467
17-Jul-13,75.88,76.26,75.11,75.61,1366400
16-Jul-13,76.76,76.92,75.25,75.68,1574867
15-Jul-13,76.81,77.00,76.44,76.59,947871
12-Jul-13,76.52,76.94,76.27,76.74,1606245
11-Jul-13,76.30,76.70,75.87,76.63,1604178
10-Jul-13,75.56,75.80,74.94,75.57,1514208
9-Jul-13,74.25,76.03,73.96,75.58,2731140
8-Jul-13,73.03,74.04,72.98,73.81,1447388
5-Jul-13,72.44,72.95,71.90,72.76,824906
3-Jul-13,71.00,72.07,71.00,71.94,597059
2-Jul-13,71.39,72.41,71.24,71.46,1378714
1-Jul-13,71.86,72.60,71.19,71.76,1546810
28-Jun-13,71.38,71.59,70.47,70.95,3165580
27-Jun-13,69.55,70.50,68.72,70.15,4093639
26-Jun-13,69.15,70.12,69.15,70.00,2920127
25-Jun-13,69.04,69.50,68.60,68.81,2023930
24-Jun-13,69.84,69.94,67.58,68.40,2509455
21-Jun-13,69.86,70.75,69.23,69.99,4726271
20-Jun-13,70.44,70.99,69.35,69.52,1879173
19-Jun-13,71.93,72.36,70.65,70.69,1674269
18-Jun-13,71.45,72.00,71.03,71.99,1123144
17-Jun-13,71.60,72.00,70.67,71.22,1279959
14-Jun-13,71.23,72.01,70.73,71.07,1580195
13-Jun-13,68.98,71.29,68.89,71.03,2220219
12-Jun-13,69.42,70.20,69.13,69.15,1658024
11-Jun-13,68.51,69.42,68.36,69.08,1312275
10-Jun-13,69.32,69.42,68.63,69.09,1373946
7-Jun-13,68.56,69.58,68.51,69.36,1669894
6-Jun-13,68.54,68.67,67.32,68.24,2233439
5-Jun-13,67.80,69.13,67.67,68.33,4772919
4-Jun-13,68.08,69.07,66.19,66.98,2696062
3-Jun-13,68.65,69.06,67.83,68.36,1727297
31-May-13,68.57,69.75,68.25,68.25,2257980
30-May-13,69.05,69.66,68.81,69.11,1158138
29-May-13,69.58,69.66,68.64,68.86,1458395
28-May-13,69.27,70.07,69.13,69.70,1560465
